snapped_at,price,market_cap,total_volume
2020-09-29 00:00:00 UTC,1.0299789384972373,0.0,1968265.6108046842
2020-09-30 00:00:00 UTC,1.0299789384972373,0.0,1968265.6108046842
2020-10-01 00:00:00 UTC,0.43300933493259075,0.0,742184.1994361402
2020-10-02 00:00:00 UTC,0.41916155207822003,0.0,906714.8089907869
2020-10-03 00:00:00 UTC,0.5123253355608332,0.0,649340.9112844688
2020-10-04 00:00:00 UTC,0.6612502664916782,0.0,1146854.7217847814
2020-10-05 00:00:00 UTC,0.555437349686428,0.0,741603.3266731742
2020-10-06 00:00:00 UTC,0.4618737951711969,0.0,300256.89563215536
2020-10-07 00:00:00 UTC,0.49488918351457306,0.0,544240.4422151967
2020-10-08 00:00:00 UTC,0.5418926433223282,0.0,230309.39835741612
2020-10-09 00:00:00 UTC,0.5691051276120681,0.0,302744.66344741837
2020-10-10 00:00:00 UTC,0.6982272484534483,0.0,579414.0710078859
2020-10-11 00:00:00 UTC,0.7961837920464016,0.0,1260328.1200982651
2020-10-12 00:00:00 UTC,0.9415125609398537,0.0,821502.9242928987
2020-10-13 00:00:00 UTC,1.1091137806728624,0.0,1917994.2404504714
2020-10-14 00:00:00 UTC,0.8532190160092538,0.0,1660258.055230861
2020-10-15 00:00:00 UTC,0.8886746321111338,0.0,1806349.6238211573
2020-10-16 00:00:00 UTC,0.8797127456766175,0.0,861958.9450516859
2020-10-17 00:00:00 UTC,0.8191297845087103,0.0,898075.8437795304
2020-10-18 00:00:00 UTC,0.6112416401725953,0.0,899920.4200057816
2020-10-19 00:00:00 UTC,0.6125452947520772,0.0,1047667.599383462
2020-10-20 00:00:00 UTC,0.6148166839903392,0.0,977422.6761653183
2020-10-21 00:00:00 UTC,0.6187048820803408,20457503.752640683,539586.7004846904
