snapped_at,price,market_cap,total_volume
2024-05-15 00:00:00 UTC,2834.9459040250035,2826850070.591746,43520282.68259171
2024-05-16 00:00:00 UTC,2983.544908938711,2976553652.768919,58619502.99085502
2024-05-17 00:00:00 UTC,2888.920021824985,2880245121.4242287,55366249.07441047
2024-05-18 00:00:00 UTC,3038.828093241839,3028018183.2545776,24320137.384665363
2024-05-19 00:00:00 UTC,3067.0063524139637,3059336047.391266,11184481.159318496
2024-05-20 00:00:00 UTC,3030.372752388578,3019655735.9221196,45523006.90181628
2024-05-21 00:00:00 UTC,3611.487917592091,3591425760.6218705,49564368.726516515
2024-05-22 00:00:00 UTC,3726.759421301602,3716616392.7614307,79498114.43654671
2024-05-23 00:00:00 UTC,3684.59200197353,3671777876.62131,69140923.88729045
2024-05-24 00:00:00 UTC,3698.4368099838325,3686123638.339302,54012349.65060716
2024-05-25 00:00:00 UTC,3656.8959532618665,3644153395.349831,52287900.029169105
2024-05-26 00:00:00 UTC,3674.3246687187275,3662655460.3799777,30817210.914078627
2024-05-27 00:00:00 UTC,3770.64935295878,3763189259.784727,60666208.25745063
2024-05-28 00:00:00 UTC,3852.3473390202003,3839002300.94306,61919606.95227829
2024-05-29 00:00:00 UTC,3803.7130492086653,3797441062.0192223,45768409.276944496
2024-05-30 00:00:00 UTC,3725.986195951496,3718378711.1798506,35458045.990078054
2024-05-31 00:00:00 UTC,3696.1408145995315,3685622617.1733484,55442947.0119685
2024-06-01 00:00:00 UTC,3711.997950777262,3700501724.872932,39323883.09736381
2024-06-02 00:00:00 UTC,3756.1521229515274,3745483652.1559095,36038048.33743643
2024-06-03 00:00:00 UTC,3728.847690623194,3716364492.213707,34076060.99990003
2024-06-04 00:00:00 UTC,3712.2818792795756,3700050316.0216336,27574992.051896546
2024-06-05 00:00:00 UTC,3758.3580310814596,3743439470.934959,58145669.55903031
2024-06-06 00:00:00 UTC,3813.3072975753025,3798383609.5869064,21052444.70896327
2024-06-07 00:00:00 UTC,3774.7388412844693,3762858677.1813173,50411650.323171094
2024-06-08 00:00:00 UTC,3639.7536146694674,3629618439.7917223,39479410.02491995
2024-06-09 00:00:00 UTC,3655.8804702723032,3643959018.604628,57942487.10003777
2024-06-10 00:00:00 UTC,3698.3445155197724,3687003654.9496446,33855310.50391404
2024-06-11 00:00:00 UTC,3667.121948361364,3655416696.333051,84084084.09274118
2024-06-12 00:00:00 UTC,3484.7804146887365,3475513053.036561,49176641.670744635
2024-06-13 00:00:00 UTC,3550.7884232037372,3541272190.437299,46133152.16583738
2024-06-14 00:00:00 UTC,3449.953610449764,3442651767.634521,40946133.77626546
2024-06-15 00:00:00 UTC,3461.2678235450658,3451880180.909126,28074314.04925851
2024-06-16 00:00:00 UTC,3559.299798670148,3548544174.5076733,61261116.86428621
2024-06-17 00:00:00 UTC,3603.535632266072,3591141271.5271864,23433434.524766628
2024-06-18 00:00:00 UTC,3512.975574453757,3500417795.5396113,72033937.01085481
2024-06-19 00:00:00 UTC,3488.991542263132,3477988117.68078,105515760.61409323
2024-06-20 00:00:00 UTC,3555.743656904682,3547059091.2036233,140788238.4443658
2024-06-21 00:00:00 UTC,3517.226129531756,3507839438.9068336,128207607.91210882
2024-06-22 00:00:00 UTC,3530.2444317341433,3518762761.0561314,149315260.2091199
2024-06-23 00:00:00 UTC,3515.074754640714,3503548793.2180147,150865630.83254364
2024-06-24 00:00:00 UTC,3446.9977018452,3433347218.505241,97328380.49364875
2024-06-25 00:00:00 UTC,3379.635110421452,3369180300.080477,125163516.22609301
2024-06-26 00:00:00 UTC,3422.268605618496,3412141542.5088067,133304152.11299227
2024-06-27 00:00:00 UTC,3396.660967563795,3386226630.9068007,304968928.8977663
2024-06-28 00:00:00 UTC,3470.8558784285733,3459220577.053837,418455700.80662394
2024-06-29 00:00:00 UTC,3405.4619549016493,3396241064.3924747,302651045.34709054
2024-06-30 00:00:00 UTC,3406.99273670292,3396561717.1791983,113188899.3698058
2024-07-01 00:00:00 UTC,3471.093695372706,3460430706.282038,129124457.8022763
2024-07-02 00:00:00 UTC,3476.936319193378,3464384968.973956,111243111.4153636
2024-07-03 00:00:00 UTC,3455.1211366985503,3442588579.499694,130483581.57511532
2024-07-04 00:00:00 UTC,3327.8939038417534,3317465626.3475213,120673047.02742232
2024-07-05 00:00:00 UTC,3104.4779364306596,3095941728.719398,135338318.9609442
2024-07-06 00:00:00 UTC,3018.0816495963218,3009187845.153036,132288744.50749293
2024-07-07 00:00:00 UTC,3104.765585192551,3091998828.5656824,105743943.20021507
2024-07-08 00:00:00 UTC,2963.301629310679,2944321801.6994658,54110227.95940319
2024-07-09 00:00:00 UTC,3055.2966611886204,3045874623.194995,84140069.79250388
2024-07-10 00:00:00 UTC,3106.8113950150273,3099834529.8564696,79939418.44207563
2024-07-11 00:00:00 UTC,3142.3503761271713,3133860343.234181,42675057.287889846
2024-07-12 00:00:00 UTC,3140.233989190314,2165302039.9926987,53342288.701948084
2024-07-13 00:00:00 UTC,3172.0916420780436,2101020994.2169158,48633461.258433096
2024-07-14 00:00:00 UTC,3218.9894376061934,2088624645.9983382,25210221.819539428
2024-07-15 00:00:00 UTC,3299.5379911875393,2088971964.413514,26639296.13916269
2024-07-16 00:00:00 UTC,3538.6393359423478,2079723654.1899214,32053383.500211183
2024-07-17 00:00:00 UTC,3496.737194118347,2029370909.4256399,32675441.704775847
2024-07-18 00:00:00 UTC,3440.4408206118833,1982422339.4117224,19960650.752550296
2024-07-19 00:00:00 UTC,3476.6021743056103,1980321724.2631056,19715823.176546983
2024-07-20 00:00:00 UTC,3554.588262560611,1999365718.44238,25162105.439325664
2024-07-21 00:00:00 UTC,3565.4474471862522,1978244440.8907034,10821860.077186836
2024-07-22 00:00:00 UTC,3578.6410526515506,1971926804.028873,35246611.12426938
2024-07-23 00:00:00 UTC,3493.074751483387,1895264543.3680363,52791545.8043022
2024-07-24 00:00:00 UTC,3532.356037876975,1909001633.5669148,20700015.81247345
2024-07-25 00:00:00 UTC,3382.05633192504,1809923393.9463139,36500108.84828484
2024-07-26 00:00:00 UTC,3218.8287305532713,1710748429.1013193,31495435.384578303
2024-07-27 00:00:00 UTC,3327.1937781555403,1753711769.6651397,21077545.997468833
2024-07-28 00:00:00 UTC,3297.081870923676,1723777796.100004,25336552.520407356
2024-07-29 00:00:00 UTC,3320.729213347527,1720273209.323368,17670395.02865261
2024-07-30 00:00:00 UTC,3361.2621571423565,1702968544.137259,70480299.80215344
2024-07-31 00:00:00 UTC,3322.925228955732,1672299345.7447288,28519751.272335827
2024-08-01 00:00:00 UTC,3277.4364539521503,1644624798.5510173,24469446.89869542
2024-08-02 00:00:00 UTC,3250.8687354614462,1622933688.6390054,24930360.73321308
2024-08-03 00:00:00 UTC,3022.4995015923323,1505436132.6343262,50863662.43537563
2024-08-04 00:00:00 UTC,2944.942130126647,1467015811.628052,23871164.726839494
2024-08-05 00:00:00 UTC,2729.2279219685956,1359824707.2237473,27248078.52627582
2024-08-06 00:00:00 UTC,2453.4095340798754,1215108466.5024595,151890171.74696124
2024-08-07 00:00:00 UTC,2481.1003312929133,1226849886.6574159,32678230.215178277
2024-08-08 00:00:00 UTC,2370.3834260159883,1170311415.8454905,32991428.644232336
2024-08-09 00:00:00 UTC,2713.076034473694,1330878160.7637625,46961548.78546147
2024-08-10 00:00:00 UTC,2632.8238340584603,1293096489.392775,23766248.96577658
2024-08-11 00:00:00 UTC,2641.4365230418507,1252726232.887809,30153849.041715145
2024-08-12 00:00:00 UTC,2590.645630027019,1205421364.571677,18957746.53486452
2024-08-13 00:00:00 UTC,2761.1424440251058,1264178968.0457938,20245800.532961287
2024-08-14 00:00:00 UTC,2741.068278869197,1208501774.8091142,24077506.37193714
2024-08-15 00:00:00 UTC,2701.6122092509668,1170209002.697521,26820691.885749448
2024-08-16 00:00:00 UTC,2607.6025465998614,1123670645.106614,19006758.832436696
2024-08-17 00:00:00 UTC,2628.4572502698065,1131603287.7284052,12644286.189718865
2024-08-18 00:00:00 UTC,2648.401673012998,1136093126.4779825,10878603.681546671
2024-08-19 00:00:00 UTC,2652.6446227621404,1139245222.9861286,18048727.868930575
2024-08-20 00:00:00 UTC,2679.658174755156,1101084374.077259,26664873.717324648
2024-08-21 00:00:00 UTC,2616.387950773983,1066317230.5791007,36454280.93449535
2024-08-22 00:00:00 UTC,2671.391691835337,1082214617.7151668,29822063.62092171
2024-08-23 00:00:00 UTC,2666.730962684168,1077572506.5453587,34560437.74220104
2024-08-24 00:00:00 UTC,2806.362229814217,1116430180.067604,27492683.391374595
2024-08-25 00:00:00 UTC,2806.6587149101306,1104886253.615797,11783659.385280043
2024-08-26 00:00:00 UTC,2800.5269506645,1097060389.4785821,11915542.435465738
2024-08-27 00:00:00 UTC,2728.8554774856493,1063380761.0842224,21154114.848088246
2024-08-28 00:00:00 UTC,2497.481944976226,977828142.6536924,32464681.382742196
2024-08-29 00:00:00 UTC,2567.3974825912237,1005459876.9799606,32330230.21605686
2024-08-30 00:00:00 UTC,2569.2272091486007,980675703.843353,24249525.493306275
2024-08-31 00:00:00 UTC,2568.0224821139986,952964066.3097001,20095273.924536526
2024-09-01 00:00:00 UTC,2555.9100879282223,945472599.3700588,11626209.55102209
2024-09-02 00:00:00 UTC,2459.539360056059,905200701.9068824,20729087.82079354
2024-09-03 00:00:00 UTC,2579.6180821976322,945300028.929956,24591801.993346076
2024-09-04 00:00:00 UTC,2478.6303025293955,914388548.5634699,36470639.299681075
2024-09-05 00:00:00 UTC,2492.375548209938,918366391.2050253,24472825.191837825
2024-09-06 00:00:00 UTC,2410.400757160607,888820731.9753685,27621489.715114214
2024-09-07 00:00:00 UTC,2256.63579258432,831797441.6527814,49202351.88081371
2024-09-08 00:00:00 UTC,2308.5309788262925,848416055.9110352,21974137.69027982
2024-09-09 00:00:00 UTC,2335.827344015723,855594018.3096536,21251482.087419327
2024-09-10 00:00:00 UTC,2399.1390170389404,872202844.9023763,15637187.041425433
2024-09-11 00:00:00 UTC,2417.645010292331,878303244.4213587,12966476.92489446
2024-09-12 00:00:00 UTC,2383.9715853156054,866874754.7414018,16900634.75531915
2024-09-13 00:00:00 UTC,2395.3439681751724,872770209.8349277,17031302.12802827
2024-09-14 00:00:00 UTC,2478.001105520154,901022052.3033903,14239570.920410221
2024-09-15 00:00:00 UTC,2457.894028775947,893521761.6141008,11023804.764656289
2024-09-16 00:00:00 UTC,2361.2451556280425,858393550.7874206,12564200.25777209
2024-09-17 00:00:00 UTC,2336.256052670239,849366000.4078842,10526076.859572647
2024-09-18 00:00:00 UTC,2383.613411600782,866225594.1858392,25275417.15885016
2024-09-19 00:00:00 UTC,2403.514314548884,872043774.6067679,15417452.539507696
2024-09-20 00:00:00 UTC,2512.2512417906983,913618293.8251618,19224514.03290183
2024-09-21 00:00:00 UTC,2602.7314909645693,899338940.9978939,10921872.927823042
2024-09-22 00:00:00 UTC,2665.966676775783,969225042.8726262,11901691.635455623
2024-09-23 00:00:00 UTC,2630.983372472674,956835964.5556978,10604356.83112151
2024-09-24 00:00:00 UTC,2699.89592438329,981421696.3949761,13679428.339608427
2024-09-25 00:00:00 UTC,2706.916999151838,936238376.0624541,17670203.734723903
2024-09-26 00:00:00 UTC,2627.2387542301076,908012742.1469383,13453513.700694742
2024-09-27 00:00:00 UTC,2681.2671671991793,975109551.527538,36985328.96713508
2024-09-28 00:00:00 UTC,2750.1133932768103,999450416.3199191,30350136.401078228
2024-09-29 00:00:00 UTC,2726.9615546675946,992589467.3556545,19866364.62586211
2024-09-30 00:00:00 UTC,2707.0621714363187,984478534.6721756,49940637.20356853
2024-10-01 00:00:00 UTC,2641.6874512299205,960275426.8590094,28965885.814163677
2024-10-02 00:00:00 UTC,2494.3380548084347,907821760.8971628,33201240.36998114
2024-10-03 00:00:00 UTC,2406.3464521083893,874860748.0235167,3879870.547252964
2024-10-04 00:00:00 UTC,2391.8759938512153,775902166.5010179,26405226.22570309
2024-10-05 00:00:00 UTC,2460.9906619071667,798073849.0775499,15458853.204034626
2024-10-06 00:00:00 UTC,2460.5133944200065,793437110.8162768,21933880.93632309
2024-10-07 00:00:00 UTC,2487.1305671496457,802211276.0498874,13309822.970945584
2024-10-08 00:00:00 UTC,2472.2965952311397,791396932.4145287,9443864.81123452
2024-10-09 00:00:00 UTC,2488.6032810894367,796687720.1688387,13661401.931955988
2024-10-10 00:00:00 UTC,2416.900314339402,761330126.4316069,28990827.984560605
2024-10-11 00:00:00 UTC,2431.234572348436,770066268.332808,7470794.040000733
2024-10-12 00:00:00 UTC,2486.010691492514,785444682.8980163,16511933.203535719
2024-10-13 00:00:00 UTC,2529.800559628376,798436839.157579,17525787.18841585
2024-10-14 00:00:00 UTC,2520.20532675425,794396204.0988221,33110341.16596581
2024-10-15 00:00:00 UTC,2681.8589906765883,838776226.0449016,27306514.21661604
2024-10-16 00:00:00 UTC,2652.4794592359463,825434104.4646425,34730639.256090224
2024-10-17 00:00:00 UTC,2666.8248204767233,830019372.3243067,52871519.29286864
2024-10-18 00:00:00 UTC,2661.6940887916303,828536955.6677064,38606551.20856207
2024-10-19 00:00:00 UTC,2699.3848391030824,831833988.9334252,30803038.542232566
2024-10-20 00:00:00 UTC,2714.474706089645,800586370.052735,8251965.78440354
2024-10-21 00:00:00 UTC,2811.9547447013615,811463847.5907912,5568277.677228527
2024-10-22 00:00:00 UTC,2732.8733473365683,786990714.5463834,5325262.049998103
2024-10-23 00:00:00 UTC,2687.3930778932704,773707405.991736,5816110.845553768
2024-10-24 00:00:00 UTC,2587.536989432086,750571498.9330175,4499741.636230604
2024-10-25 00:00:00 UTC,2598.896722940483,764042733.3071407,6809915.871327386
2024-10-26 00:00:00 UTC,2481.50054723013,743547831.7385916,5646513.859324092
2024-10-27 00:00:00 UTC,2545.4405025008487,766048915.7575005,5342888.653203794
2024-10-28 00:00:00 UTC,2570.8397120516897,796465209.0778041,3446838.4656424723
2024-10-29 00:00:00 UTC,2631.3998294387234,865282303.8373379,4156980.873197221
2024-10-30 00:00:00 UTC,2707.7485859279473,908103916.2358671,6915612.407428943
2024-10-31 00:00:00 UTC,2724.3551037960115,918441250.7128168,8907199.108391209
2024-11-01 00:00:00 UTC,2575.601397803971,873189852.3418795,10131232.810988704
2024-11-02 00:00:00 UTC,2576.968048680436,868630033.5141602,9240452.860966457
2024-11-03 00:00:00 UTC,2552.3242901950744,929178473.008715,4875206.103297336
2024-11-04 00:00:00 UTC,2519.8308728087927,917689006.6041917,8110795.739819238
2024-11-05 00:00:00 UTC,2459.1650496209795,900932404.6593649,3381604.5133166118
2024-11-06 00:00:00 UTC,2486.8349004801867,910213443.5277636,4098829.0528609916
2024-11-07 00:00:00 UTC,2795.41224619982,1036908315.2157065,4905803.42705292
2024-11-08 00:00:00 UTC,2967.541203744728,1105344576.51225,8045809.416661356
2024-11-09 00:00:00 UTC,3039.295364272482,1266213740.2115788,17661231.037940815
2024-11-10 00:00:00 UTC,3206.9858655315006,1350619755.290893,26646196.484685823
2024-11-11 00:00:00 UTC,3262.665933713065,1384041786.6156812,22078291.01418787
2024-11-12 00:00:00 UTC,3488.4445676729224,1479460513.6545742,27120815.655234467
2024-11-13 00:00:00 UTC,3346.2384041074674,1408683727.4308422,22029684.989552833
2024-11-14 00:00:00 UTC,3273.0901134411783,1440099139.5891962,11641908.620260717
2024-11-15 00:00:00 UTC,3129.9122371992403,1407830220.4911444,12619651.197040932
2024-11-16 00:00:00 UTC,3163.48207016364,1416815255.0450866,6416606.752588876
2024-11-17 00:00:00 UTC,3210.036954557059,1432517966.7437248,7979937.277925498
2024-11-18 00:00:00 UTC,3149.425022713705,1405901947.49817,5736119.341132655
2024-11-19 00:00:00 UTC,3258.94543906518,1455068037.9789765,8894665.030669816
2024-11-20 00:00:00 UTC,3186.304943711434,1422601117.7079463,7963219.317992283
2024-11-21 00:00:00 UTC,3152.170230512534,1394110127.6399984,13879247.909763634
2024-11-22 00:00:00 UTC,3454.2768213031873,1517315156.332137,12396627.893367013
2024-11-23 00:00:00 UTC,3410.2947784668145,1485246370.9754803,11549755.656546557
2024-11-24 00:00:00 UTC,3488.4632217564435,1502930733.2434583,9618650.31126706
2024-11-25 00:00:00 UTC,3460.9504498876854,1480354505.3314707,10404362.856074205
2024-11-26 00:00:00 UTC,3506.538006332243,1492731849.2411149,3991301.184022721
2024-11-27 00:00:00 UTC,3416.989392545715,1450390641.945527,9958622.436330765
2024-11-28 00:00:00 UTC,3764.525668771865,1590016820.5518606,7540888.024509547
2024-11-29 00:00:00 UTC,3677.620598745451,1548803388.1978922,6776299.5571562555
2024-11-30 00:00:00 UTC,3690.9386824477556,1540377376.6677444,6659234.1557684485
2024-12-01 00:00:00 UTC,3811.5177717732536,1592217808.3070147,3748744.729706497
2024-12-02 00:00:00 UTC,3812.0575089129957,1558225409.090119,6645323.154544173
2024-12-03 00:00:00 UTC,3744.2339527473764,1521256914.4156387,5831169.356453092
2024-12-04 00:00:00 UTC,3718.871441703011,1505335785.4460948,9790442.707596838
2024-12-05 00:00:00 UTC,3949.2609299129167,1591145477.2472956,8168416.658981944
2024-12-06 00:00:00 UTC,3900.663704337907,1562456406.886942,13562911.022552831
2024-12-07 00:00:00 UTC,4124.8939417111005,1644929551.3299184,12268102.442840382
2024-12-08 00:00:00 UTC,4115.410792885697,1641685337.928755,7810742.0404225765
2024-12-09 00:00:00 UTC,4131.985254672329,1628525413.7436912,14805616.192776741
2024-12-10 00:00:00 UTC,3819.4142662374416,1506245923.645423,10656614.877416722
2024-12-11 00:00:00 UTC,3728.6498962762093,1472228386.8895786,32139382.591573346
2024-12-12 00:00:00 UTC,3936.4190587641397,1546536019.0356724,14783656.954877878
2024-12-13 00:00:00 UTC,3987.673263799435,1519078295.5981305,6646080.281798396
2024-12-14 00:00:00 UTC,4017.5600443837784,1520020915.825485,3570708.7137940405
2024-12-15 00:00:00 UTC,3975.7492116328485,1492278765.744447,3151318.7241238784
2024-12-16 00:00:00 UTC,4067.9722012920415,1524581316.3550036,8980897.053667836
2024-12-17 00:00:00 UTC,4114.48574684932,1505381556.793667,8347129.418951282
2024-12-18 00:00:00 UTC,3990.1750792544844,1453013484.8925848,3284956.7036985243
2024-12-19 00:00:00 UTC,3734.830876021361,1352887028.9469771,8088242.489715098
2024-12-20 00:00:00 UTC,3535.226540613462,1281289792.52539,13416949.67817768
2024-12-21 00:00:00 UTC,3570.520462584564,1291713250.7824147,10790318.977859268
2024-12-22 00:00:00 UTC,3428.542298653119,1234577155.5676847,12213323.939238504
2024-12-23 00:00:00 UTC,3372.939207649135,1210663047.7548444,5544827.785024445
2024-12-24 00:00:00 UTC,3512.7519089907996,1239265959.9849596,6966319.384173415
2024-12-25 00:00:00 UTC,3597.2518337439215,1261201290.7456572,5958906.775547786
2024-12-26 00:00:00 UTC,3595.660687783104,1253730850.43759,3867264.781064105
2024-12-27 00:00:00 UTC,3423.6196464952423,1189869905.4057677,8672940.249332696
2024-12-28 00:00:00 UTC,3425.150027033512,1190015622.6190026,21722947.009343572
2024-12-29 00:00:00 UTC,3497.035788740552,1215101946.4908605,9223185.884630516
2024-12-30 00:00:00 UTC,3455.42014613542,1179140427.3425872,5395365.9595524315
